file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score,score_tier,range_tier
pcgnn_873.txt,True,True,True,0.2529296875,0.25666666666666665,765,1.0,62,0.96875,0.01045751633986928,0.6862745098039216,0.9682539682539683,0.9176470588235294,0.5546799683415032,medium,unclassified
pcgnn_874.txt,True,True,True,0.337890625,0.3422222222222222,678,0.9572271386430679,62,0.96875,0.02359882005899705,0.5014749262536873,0.9841269841269841,0.8643067846607669,0.5747954692109145,medium,unclassified
pcgnn_875.txt,True,True,True,0.3134765625,0.32555555555555554,703,1.0,62,0.96875,0.02275960170697013,0.5462304409672831,0.9682539682539683,0.9103840682788051,0.5742149993332147,medium,unclassified
pcgnn_876.txt,True,True,True,0.3701171875,0.37555555555555553,645,1.0,85,1.328125,0.027906976744186046,0.4372093023255814,0.9767441860465116,0.8666666666666667,0.5966165515988372,medium,unclassified
pcgnn_877.txt,True,True,True,0.259765625,0.2633333333333333,758,1.0,62,0.96875,0.018469656992084433,0.6781002638522428,0.9841269841269841,0.91688654353562,0.5582191004287599,medium,unclassified
pcgnn_878.txt,True,True,True,0.408203125,0.41888888888888887,606,1.0,126,1.96875,0.04455445544554455,0.2887788778877888,0.984251968503937,0.7904290429042904,0.5999361850247524,medium,unclassified
pcgnn_879.txt,True,True,True,0.3154296875,0.3188888888888889,701,0.9957203994293866,62,0.96875,0.02710413694721826,0.5592011412268189,0.9841269841269841,0.905848787446505,0.5749895517564194,medium,unclassified
pcgnn_880.txt,True,True,True,0.26953125,0.2811111111111111,748,1.0,61,0.953125,0.008021390374331552,0.6390374331550802,0.9838709677419355,0.9171122994652406,0.5536242479946524,medium,unclassified
pcgnn_881.txt,True,True,True,0.3896484375,0.3988888888888889,625,0.952,88,1.375,0.0448,0.3488,0.9775280898876404,0.8096,0.59729453125,medium,unclassified
pcgnn_882.txt,True,True,True,0.3037109375,0.31666666666666665,713,1.0,62,0.96875,0.021037868162692847,0.5778401122019635,0.9841269841269841,0.9116409537166901,0.5711294979400421,medium,unclassified
pcgnn_883.txt,True,True,True,0.228515625,0.23666666666666666,790,1.0,62,0.96875,0.012658227848101266,0.7354430379746836,1.0,0.920253164556962,0.5481868077531645,medium,unclassified
pcgnn_884.txt,True,True,True,0.4140625,0.41333333333333333,600,0.9383333333333334,109,1.703125,0.04666666666666667,0.31333333333333335,0.990909090909091,0.755,0.5968020833333333,medium,unclassified
pcgnn_885.txt,True,True,True,0.2978515625,0.30666666666666664,719,0.9888734353268428,61,0.953125,0.01808066759388039,0.5591098748261474,0.9838709677419355,0.9026425591098748,0.5619617361352572,medium,unclassified
pcgnn_886.txt,True,True,True,0.3349609375,0.33666666666666667,681,1.0,62,0.96875,0.030837004405286344,0.4933920704845815,0.9841269841269841,0.9074889867841409,0.5818415301486783,medium,unclassified
pcgnn_887.txt,True,True,True,0.4267578125,0.44222222222222224,587,0.6882453151618398,81,1.265625,0.04088586030664395,0.21124361158432708,0.975609756097561,0.5485519591141397,0.5684873096784497,medium,unclassified
pcgnn_888.txt,True,True,True,0.2548828125,0.2633333333333333,763,1.0,62,0.96875,0.015727391874180863,0.6828309305373526,0.9841269841269841,0.9174311926605505,0.5562875010239188,medium,unclassified
pcgnn_889.txt,True,True,True,0.3134765625,0.31666666666666665,703,0.9985775248933144,61,0.953125,0.021337126600284494,0.5832147937411095,0.9838709677419355,0.9103840682788051,0.5684617543118776,medium,unclassified
pcgnn_890.txt,True,True,True,0.404296875,0.4111111111111111,610,0.8081967213114755,69,1.078125,0.04590163934426229,0.3262295081967213,0.9857142857142858,0.6934426229508197,0.5844857838114754,medium,unclassified
pcgnn_891.txt,True,True,True,0.2734375,0.27444444444444444,744,1.0,61,0.953125,0.016129032258064516,0.6612903225806451,0.967741935483871,0.9166666666666666,0.5563508064516128,medium,unclassified
pcgnn_892.txt,True,True,True,0.23046875,0.24888888888888888,788,1.0,62,0.96875,0.005076142131979695,0.6979695431472082,1.0,0.9200507614213198,0.5472259676395939,medium,unclassified
pcgnn_893.txt,True,True,True,0.271484375,0.2722222222222222,746,1.0,61,0.953125,0.013404825737265416,0.6568364611260054,0.967741935483871,0.9168900804289544,0.5552535397117961,medium,unclassified
pcgnn_894.txt,True,True,True,0.3447265625,0.3488888888888889,671,0.9895678092399404,62,0.96875,0.026825633383010434,0.4798807749627422,0.9682539682539683,0.8956780923994039,0.5821973092865127,medium,unclassified
pcgnn_895.txt,True,True,True,0.4013671875,0.4077777777777778,613,0.9787928221859706,74,1.15625,0.03915171288743882,0.3181076672104405,0.9733333333333334,0.8564437194127243,0.6067070567393964,medium,unclassified
